Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,InfoDate,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,DateSurvey,EmployeeID,Attrition,retirementDate,retirementType,resignationReason
38,Travel_Rarely,Research & Development,24,2,Other,1,1960,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,2015-12-31,1960,2.0,4.0,3.0,2015-12-31,,,,,
26,Non-Travel,Research & Development,21,1,Life Sciences,1,1961,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,2015-12-31,1961,2.0,1.0,3.0,2015-12-31,1961.0,Yes,2016-10-09,Resignation,Others
52,Travel_Rarely,Research & Development,5,4,Medical,1,1962,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,2015-12-31,1962,1.0,4.0,3.0,2015-12-31,1962.0,Yes,2016-06-28,Resignation,Others
44,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1963,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,2015-12-31,1963,4.0,4.0,3.0,2015-12-31,,,,,
50,Non-Travel,Human Resources,2,2,Life Sciences,1,1964,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,2015-12-31,1964,4.0,3.0,3.0,2015-12-31,,,,,
36,Travel_Rarely,Sales,2,4,Technical Degree,1,1965,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,2015-12-31,1965,3.0,1.0,3.0,2015-12-31,1965.0,Yes,2016-01-07,Resignation,Salary
39,Travel_Frequently,Sales,11,3,Marketing,1,1966,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,2015-12-31,1966,4.0,1.0,3.0,2015-12-31,,,,,
33,Non-Travel,Sales,9,2,Technical Degree,1,1967,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,2015-12-31,1967,2.0,4.0,2.0,2015-12-31,,,,,
45,Travel_Rarely,Research & Development,7,2,Other,1,1968,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1,2015-12-31,1968,4.0,4.0,4.0,2015-12-31,,,,,
32,Non-Travel,Research & Development,15,3,Medical,1,1969,Male,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,8,7,7,2015-12-31,1969,4.0,3.0,3.0,2015-12-31,,,,,
34,Travel_Rarely,Sales,6,4,Marketing,1,1970,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,2015-12-31,1970,2.0,4.0,2.0,2015-12-31,,,,,
59,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1971,Male,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,6,0,4,2015-12-31,1971,2.0,4.0,1.0,2015-12-31,,,,,
45,Travel_Rarely,Research & Development,16,1,Medical,1,1972,Male,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,6,0,4,2015-12-31,1972,2.0,2.0,3.0,2015-12-31,,,,,
53,Travel_Frequently,Sales,8,2,Medical,1,1973,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,2015-12-31,1973,3.0,2.0,3.0,2015-12-31,,,,,
36,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1974,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,2015-12-31,1974,1.0,3.0,2.0,2015-12-31,1974.0,Yes,2016-06-27,Fired,
26,Travel_Frequently,Sales,2,3,Life Sciences,1,1975,Male,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,3,1,2,2015-12-31,1975,1.0,1.0,3.0,2015-12-31,1975.0,Yes,2016-01-13,Resignation,Stress
34,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1976,Male,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,1,0,0,2015-12-31,1976,3.0,3.0,3.0,2015-12-31,,,,,
28,Travel_Rarely,Research & Development,10,3,Other,1,1977,Male,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,1,0,0,2015-12-31,1977,4.0,2.0,3.0,2015-12-31,,,,,
38,Travel_Frequently,Sales,9,4,Medical,1,1978,Male,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,2,2,2015-12-31,1978,3.0,3.0,3.0,2015-12-31,,,,,
50,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1979,Male,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,8,7,7,2015-12-31,1979,2.0,3.0,2.0,2015-12-31,,,,,
37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1980,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,2015-12-31,1980,4.0,2.0,2.0,2015-12-31,,,,,
40,Travel_Rarely,Human Resources,2,3,Medical,1,1981,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,2015-12-31,1981,3.0,1.0,2.0,2015-12-31,,,,,
26,Travel_Frequently,Research & Development,3,3,Medical,1,1982,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,2015-12-31,1982,1.0,3.0,3.0,2015-12-31,,,,,
46,Travel_Rarely,Research & Development,2,1,Medical,1,1983,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,2015-12-31,1983,4.0,4.0,3.0,2015-12-31,,,,,
54,Travel_Rarely,Research & Development,5,3,Medical,1,1984,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,2015-12-31,1984,3.0,3.0,3.0,2015-12-31,,,,,
56,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1985,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,2015-12-31,1985,1.0,3.0,3.0,2015-12-31,,,,,
36,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1986,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,2015-12-31,1986,4.0,4.0,2.0,2015-12-31,,,,,
55,Non-Travel,Research & Development,2,3,Medical,1,1987,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,2015-12-31,1987,3.0,1.0,4.0,2015-12-31,,,,,
43,Travel_Rarely,Sales,25,2,Life Sciences,1,1988,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,2015-12-31,1988,3.0,4.0,3.0,2015-12-31,,,,,
20,Travel_Frequently,Sales,8,3,Marketing,1,1989,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,2015-12-31,1989,4.0,4.0,3.0,2015-12-31,1989.0,Yes,2016-10-24,Resignation,Salary
21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1990,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,2015-12-31,1990,3.0,1.0,2.0,2015-12-31,1990.0,Yes,2016-11-07,Resignation,Others
46,Travel_Rarely,Sales,12,3,Marketing,1,1991,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,2015-12-31,1991,4.0,1.0,3.0,2015-12-31,,,,,
51,Travel_Rarely,Sales,23,3,Medical,1,1992,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,2015-12-31,1992,1.0,3.0,4.0,2015-12-31,1992.0,Yes,2016-05-22,Resignation,Others
28,Non-Travel,Research & Development,19,4,Life Sciences,1,1993,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2015-12-31,1993,2.0,1.0,2.0,2015-12-31,1993.0,Yes,2016-10-14,Resignation,Others
26,Travel_Rarely,Research & Development,5,4,Medical,1,1994,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,2015-12-31,1994,1.0,1.0,3.0,2015-12-31,,,,,
30,Travel_Rarely,Research & Development,8,3,Medical,1,1995,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,2015-12-31,1995,3.0,1.0,2.0,2015-12-31,,,,,
41,Travel_Rarely,Sales,1,4,Life Sciences,1,1996,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,2015-12-31,1996,2.0,3.0,3.0,2015-12-31,,,,,
38,Travel_Rarely,Research & Development,5,3,Technical Degree,1,1997,Male,1,Sales Executive,Married,63490,,Y,11,8,0,20.0,3,19,1,9,2015-12-31,1997,3.0,3.0,2.0,2015-12-31,,,,,
40,Travel_Rarely,Sales,1,4,Marketing,1,1998,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,2015-12-31,1998,1.0,4.0,3.0,2015-12-31,,,,,
27,Non-Travel,Sales,11,3,Technical Degree,1,1999,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,2015-12-31,1999,1.0,3.0,3.0,2015-12-31,,,,,
55,Travel_Frequently,Research & Development,23,5,Life Sciences,1,2000,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,2015-12-31,2000,4.0,2.0,3.0,2015-12-31,,,,,
28,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2001,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,2015-12-31,2001,3.0,3.0,4.0,2015-12-31,,,,,
44,Travel_Rarely,Research & Development,18,4,Life Sciences,1,2002,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,2015-12-31,2002,2.0,1.0,3.0,2015-12-31,2002.0,Yes,2016-04-13,Resignation,Stress
33,Travel_Rarely,Sales,23,4,Marketing,1,2003,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,2015-12-31,2003,4.0,4.0,3.0,2015-12-31,,,,,
35,Travel_Rarely,Sales,7,4,Life Sciences,1,2004,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,2015-12-31,2004,4.0,1.0,3.0,2015-12-31,2004.0,Yes,2016-08-16,Fired,
33,Travel_Frequently,Research & Development,1,2,Life Sciences,1,2005,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,2015-12-31,2005,1.0,3.0,3.0,2015-12-31,2005.0,Yes,2016-12-14,Resignation,Salary
28,Travel_Rarely,Human Resources,1,1,Human Resources,1,2006,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,2015-12-31,2006,1.0,3.0,2.0,2015-12-31,,,,,
34,Travel_Frequently,Sales,29,4,Marketing,1,2007,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,2015-12-31,2007,1.0,4.0,2.0,2015-12-31,,,,,
37,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2008,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,2015-12-31,2008,4.0,4.0,3.0,2015-12-31,,,,,
25,Travel_Rarely,Human Resources,25,4,Human Resources,1,2009,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,2015-12-31,2009,4.0,4.0,4.0,2015-12-31,2009.0,Yes,2016-06-24,Resignation,Salary
26,Travel_Rarely,Sales,8,2,Marketing,1,2010,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,2015-12-31,2010,1.0,3.0,2.0,2015-12-31,2010.0,Yes,2016-03-01,Resignation,Salary
33,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2011,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,2015-12-31,2011,1.0,2.0,3.0,2015-12-31,2011.0,Yes,2016-09-23,Resignation,Salary
42,Travel_Rarely,Research & Development,11,1,Life Sciences,1,2012,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,2015-12-31,2012,4.0,1.0,3.0,2015-12-31,,,,,
28,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2013,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,2015-12-31,2013,1.0,2.0,3.0,2015-12-31,2013.0,Yes,2016-11-17,Resignation,Others
50,Travel_Frequently,Research & Development,1,4,Medical,1,2014,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,2015-12-31,2014,4.0,3.0,3.0,2015-12-31,2014.0,Yes,2016-02-26,Resignation,Salary
33,Travel_Frequently,Sales,9,3,Medical,1,2015,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,2015-12-31,2015,4.0,2.0,3.0,2015-12-31,,,,,
34,Non-Travel,Sales,1,1,Marketing,1,2016,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,2015-12-31,2016,3.0,4.0,3.0,2015-12-31,,,,,
48,Non-Travel,Sales,2,1,Life Sciences,1,2017,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,2015-12-31,2017,1.0,4.0,,2015-12-31,,,,,
45,Non-Travel,Research & Development,1,3,Medical,1,2018,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,2015-12-31,2018,2.0,3.0,3.0,2015-12-31,,,,,
52,Travel_Rarely,Sales,1,3,Life Sciences,1,2019,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,2015-12-31,2019,2.0,2.0,3.0,2015-12-31,,,,,
38,Travel_Rarely,Research & Development,6,2,Medical,1,2020,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,2015-12-31,2020,3.0,3.0,3.0,2015-12-31,,,,,
29,Travel_Rarely,Research & Development,8,3,Medical,1,2021,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,2015-12-31,2021,3.0,4.0,3.0,2015-12-31,,,,,
28,Travel_Rarely,Human Resources,1,3,Human Resources,1,2022,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,2015-12-31,2022,4.0,2.0,2.0,2015-12-31,,,,,
46,Travel_Rarely,Research & Development,6,4,Medical,1,2023,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,2015-12-31,2023,1.0,3.0,3.0,2015-12-31,,,,,
38,Travel_Rarely,Research & Development,7,4,Medical,1,2024,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,2015-12-31,2024,4.0,2.0,3.0,2015-12-31,,,,,
43,Travel_Frequently,Research & Development,5,3,Medical,1,2025,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,2015-12-31,2025,3.0,1.0,3.0,2015-12-31,,,,,
39,Travel_Frequently,Sales,1,3,Marketing,1,2026,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,2015-12-31,2026,1.0,4.0,3.0,2015-12-31,2026.0,Yes,2016-05-05,Resignation,Stress
40,Travel_Rarely,Research & Development,1,1,Life Sciences,1,2027,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,2015-12-31,2027,3.0,3.0,4.0,2015-12-31,,,,,
21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2028,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,2015-12-31,2028,4.0,2.0,4.0,2015-12-31,,,,,
39,Non-Travel,Research & Development,6,3,Life Sciences,1,2029,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,2015-12-31,2029,3.0,2.0,2.0,2015-12-31,,,,,
36,Non-Travel,Research & Development,1,3,Medical,1,2030,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,2015-12-31,2030,1.0,4.0,3.0,2015-12-31,,,,,
31,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2031,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,2015-12-31,2031,3.0,4.0,3.0,2015-12-31,,,,,
28,Travel_Rarely,Sales,2,4,Marketing,1,2032,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,2015-12-31,2032,1.0,2.0,1.0,2015-12-31,,,,,
35,Travel_Frequently,Research & Development,9,2,Other,1,2033,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,2015-12-31,2033,4.0,4.0,3.0,2015-12-31,,,,,
49,Travel_Rarely,Sales,2,2,Medical,1,2034,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,2015-12-31,2034,4.0,2.0,3.0,2015-12-31,,,,,
34,Travel_Frequently,Sales,9,1,Technical Degree,1,2035,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,2015-12-31,2035,4.0,3.0,2.0,2015-12-31,,,,,
29,Travel_Frequently,Research & Development,1,4,Medical,1,2036,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,2015-12-31,2036,4.0,2.0,2.0,2015-12-31,,,,,
42,Travel_Rarely,Sales,21,2,Life Sciences,1,2037,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,2015-12-31,2037,2.0,4.0,3.0,2015-12-31,,,,,
29,Travel_Rarely,Sales,4,2,Other,1,2038,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,2015-12-31,2038,2.0,4.0,2.0,2015-12-31,,,,,
38,Travel_Rarely,Research & Development,1,3,Medical,1,2039,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,2015-12-31,2039,3.0,3.0,4.0,2015-12-31,,,,,
28,Travel_Frequently,Sales,6,4,Life Sciences,1,2040,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,2015-12-31,2040,3.0,3.0,3.0,2015-12-31,,,,,
18,Non-Travel,Research & Development,2,4,Medical,1,2041,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,2015-12-31,2041,3.0,3.0,3.0,2015-12-31,2041.0,Yes,2016-08-17,Resignation,Stress
33,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2042,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,2015-12-31,2042,1.0,1.0,3.0,2015-12-31,2042.0,Yes,2016-05-25,Resignation,Others
41,Travel_Rarely,Research & Development,4,2,Medical,1,2043,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0,2015-12-31,2043,2.0,4.0,3.0,2015-12-31,,,,,
31,Travel_Frequently,Sales,10,3,Technical Degree,1,2044,Female,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,2,2,2015-12-31,2044,3.0,3.0,2.0,2015-12-31,2044.0,Yes,2016-09-01,Resignation,Stress
37,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2045,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3,2015-12-31,2045,3.0,4.0,3.0,2015-12-31,,,,,
27,Travel_Rarely,Research & Development,6,2,Medical,1,2046,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,2015-12-31,2046,4.0,3.0,3.0,2015-12-31,,,,,
34,Travel_Rarely,Sales,1,1,Marketing,1,2047,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3,2015-12-31,2047,2.0,3.0,2.0,2015-12-31,,,,,
35,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2048,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,2015-12-31,2048,3.0,3.0,1.0,2015-12-31,,,,,
29,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2049,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10,2015-12-31,2049,4.0,1.0,1.0,2015-12-31,2049.0,Yes,2016-01-29,Resignation,Stress
40,Travel_Frequently,Research & Development,2,4,Medical,1,2050,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,2015-12-31,2050,2.0,3.0,2.0,2015-12-31,,,,,
42,Travel_Frequently,Sales,2,4,Life Sciences,1,2051,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14,2015-12-31,2051,3.0,1.0,2.0,2015-12-31,2051.0,Yes,2016-08-26,Resignation,Stress
42,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2052,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,2015-12-31,2052,2.0,1.0,4.0,2015-12-31,,,,,
35,Travel_Rarely,Research & Development,5,3,Medical,1,2053,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,2015-12-31,2053,4.0,3.0,3.0,2015-12-31,,,,,
24,Travel_Rarely,Sales,7,4,Life Sciences,1,2054,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2,2015-12-31,2054,4.0,2.0,3.0,2015-12-31,,,,,
28,Travel_Rarely,Research & Development,15,4,Life Sciences,1,2055,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0,2015-12-31,2055,3.0,4.0,2.0,2015-12-31,2055.0,Yes,2016-06-03,Fired,
26,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2056,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7,2015-12-31,2056,1.0,4.0,3.0,2015-12-31,,,,,
30,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2057,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4,2015-12-31,2057,3.0,3.0,3.0,2015-12-31,,,,,
40,Travel_Frequently,Research & Development,26,4,Life Sciences,1,2058,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0,2015-12-31,2058,3.0,4.0,1.0,2015-12-31,,,,,
35,Travel_Rarely,Research & Development,18,5,Medical,1,2059,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4,2015-12-31,2059,3.0,2.0,4.0,2015-12-31,,,,,
34,Travel_Frequently,Research & Development,6,2,Life Sciences,1,2060,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9,2015-12-31,2060,4.0,1.0,3.0,2015-12-31,,,,,
35,Travel_Frequently,Research & Development,3,3,Medical,1,2061,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2,2015-12-31,2061,4.0,4.0,4.0,2015-12-31,,,,,
43,Travel_Rarely,Sales,5,3,Marketing,1,2062,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3,2015-12-31,2062,1.0,3.0,2.0,2015-12-31,2062.0,Yes,2016-02-07,Resignation,Others
32,Non-Travel,Research & Development,11,2,Other,1,2063,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0,2015-12-31,2063,3.0,1.0,3.0,2015-12-31,,,,,
56,Travel_Rarely,Research & Development,3,2,Other,1,2064,Male,2,Healthcare Representative,Divorced,44490,4.0,Y,15,8,0,28.0,3,5,4,2,2015-12-31,2064,4.0,1.0,3.0,2015-12-31,,,,,
29,Travel_Rarely,Research & Development,26,1,Life Sciences,1,2065,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,2015-12-31,2065,2.0,4.0,3.0,2015-12-31,,,,,
19,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2066,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0,2015-12-31,2066,3.0,1.0,3.0,2015-12-31,,,,,
45,Travel_Rarely,Research & Development,22,3,Life Sciences,1,2067,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2,2015-12-31,2067,1.0,3.0,2.0,2015-12-31,,,,,
37,Travel_Rarely,Research & Development,14,4,Life Sciences,1,2068,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,2015-12-31,2068,4.0,4.0,2.0,2015-12-31,,,,,
20,Travel_Rarely,Research & Development,6,3,Medical,1,2069,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2,2015-12-31,2069,1.0,3.0,2.0,2015-12-31,,,,,
44,Travel_Rarely,Human Resources,6,2,Human Resources,1,2070,Male,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,6,0,2,2015-12-31,2070,3.0,3.0,3.0,2015-12-31,2070.0,Yes,2016-06-28,Resignation,Others
53,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2071,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7,2015-12-31,2071,4.0,3.0,3.0,2015-12-31,,,,,
29,Travel_Rarely,Research & Development,23,3,Medical,1,2072,Male,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,5,1,3,2015-12-31,2072,2.0,4.0,2.0,2015-12-31,,,,,
22,Travel_Frequently,Research & Development,22,4,Medical,1,2073,Male,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,0,0,2015-12-31,2073,3.0,4.0,3.0,2015-12-31,2073.0,Yes,2016-09-08,Resignation,Others
46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2074,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9,2015-12-31,2074,3.0,1.0,3.0,2015-12-31,,,,,
44,Non-Travel,Research & Development,20,3,Life Sciences,1,2075,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0,2015-12-31,2075,4.0,3.0,3.0,2015-12-31,,,,,
33,Travel_Rarely,Research & Development,28,4,Life Sciences,1,2076,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4,2015-12-31,2076,2.0,3.0,3.0,2015-12-31,,,,,
41,Non-Travel,Research & Development,12,3,Life Sciences,1,2077,Male,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,1,0,0,2015-12-31,2077,1.0,1.0,1.0,2015-12-31,2077.0,Yes,2016-08-06,Resignation,Others
30,Travel_Rarely,Sales,20,3,Marketing,1,2078,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3,2015-12-31,2078,3.0,1.0,3.0,2015-12-31,,,,,
40,Travel_Frequently,Sales,9,3,Medical,1,2079,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0,2015-12-31,2079,2.0,2.0,3.0,2015-12-31,,,,,
50,Travel_Frequently,Research & Development,25,4,Life Sciences,1,2080,Female,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,2,2,2015-12-31,2080,4.0,1.0,,2015-12-31,,,,,
